,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
630,بياع القلوب,5,0lRiDhalGeEUCJLMbnLUpl,أمعى تصدقني,spotify:track:0lRiDhalGeEUCJLMbnLUpl,0.528,0.703,0.543,4.07e-06,0.0987,-12.234,0.0743,93.998,0.642,2
631,بياع القلوب,6,7rpl7ix3nmqx39fNOjkmKh,أول حب,spotify:track:7rpl7ix3nmqx39fNOjkmKh,0.225,0.604,0.738,8.24e-06,0.0685,-11.861,0.0577,175.231,0.959,2
632,بياع القلوب,7,3tDQSe8QKqhUTXNjl5oKeQ,أحبابي,spotify:track:3tDQSe8QKqhUTXNjl5oKeQ,0.309,0.641,0.699,0.000111,0.0605,-12.195,0.0427,159.372,0.92,1
633,بياع القلوب,8,5S1CSGrnKtmfEk53u24ov5,مليت أنا أعذار,spotify:track:5S1CSGrnKtmfEk53u24ov5,0.418,0.573,0.591,0.00192,0.307,-12.833,0.0484,175.325,0.619,2
634,والله زمان,1,78CHq9MHhP5FatPvMKpcO2,متى حبيبي متى,spotify:track:78CHq9MHhP5FatPvMKpcO2,0.384,0.486,0.777,0.00011,0.405,-11.374,0.0427,188.133,0.878,3
635,والله زمان,2,3uyK2zKdB2qvEE7iPEuqM4,يلي اشتروك بالذهب,spotify:track:3uyK2zKdB2qvEE7iPEuqM4,0.356,0.542,0.756,0.000107,0.398,-11.144,0.0478,175.988,0.759,1
636,والله زمان,3,5mWJe1GkrIzjdzuNFiqMkc,عدي ولا تسلمشى,spotify:track:5mWJe1GkrIzjdzuNFiqMkc,0.286,0.49,0.712,5.72e-05,0.466,-10.623,0.0501,177.95,0.895,1
637,والله زمان,4,3xJai4UlDP3zZeczsmyKW2,كل الحلوين,spotify:track:3xJai4UlDP3zZeczsmyKW2,0.214,0.631,0.731,7.57e-06,0.261,-10.606,0.0323,95.009,0.792,1
638,والله زمان,5,5JP506wddyNS9mVxqeIshH,والله زمان,spotify:track:5JP506wddyNS9mVxqeIshH,0.0969,0.625,0.699,0,0.169,-11.913,0.0556,96.173,0.766,1
639,والله زمان,6,3knwGFfFjLxXD95CIisRRK,مصيرك حبيبي,spotify:track:3knwGFfFjLxXD95CIisRRK,0.203,0.543,0.579,1.32e-06,0.0598,-12.515,0.0593,175.007,0.85,1
640,والله زمان,7,1j1ZC1vSfSfiWWvqqeRp00,يا تكون حبيبي,spotify:track:1j1ZC1vSfSfiWWvqqeRp00,0.349,0.532,0.624,4.89e-05,0.0911,-11.053,0.0429,176.18,0.786,2
641,والله زمان,8,3AuJk9uvUlKiY6cQBNYh9i,نظره واحده,spotify:track:3AuJk9uvUlKiY6cQBNYh9i,0.263,0.699,0.673,0.000392,0.043,-10.886,0.0413,99.16,0.837,1
642,يا غافية قومي,1,30WjYV7jvPslfY42c60UWc,تذكرين,spotify:track:30WjYV7jvPslfY42c60UWc,0.53,0.591,0.688,0,0.321,-5.659,0.0469,130.035,0.666,1
643,يا غافية قومي,2,6IRvvELbefVMNsF2QZP8MD,يا غافية قومي,spotify:track:6IRvvELbefVMNsF2QZP8MD,0.368,0.513,0.722,0,0.353,-4.202,0.0485,141.927,0.45,1
644,يا غافية قومي,3,6NNguBavtpAP4mWI3IiIz3,كتبت لك خط,spotify:track:6NNguBavtpAP4mWI3IiIz3,0.554,0.452,0.731,0,0.175,-4.724,0.102,187.996,0.645,1
645,يا غافية قومي,4,2JmOuHDRU4wJOEJVGjigWa,أنا سمعت إسمك,spotify:track:2JmOuHDRU4wJOEJVGjigWa,0.454,0.524,0.806,5.15e-06,0.158,-3.529,0.0813,139.983,0.375,0
646,يا غافية قومي,5,0d3RqupUQfFazqG8ybWBQz,تضحك معي,spotify:track:0d3RqupUQfFazqG8ybWBQz,0.522,0.601,0.756,0,0.159,-3.304,0.0414,143.892,0.777,0
647,يا غافية قومي,6,6TtTAIuFN9yADhSI1INtuu,تساوت,spotify:track:6TtTAIuFN9yADhSI1INtuu,0.326,0.666,0.918,0,0.239,-3.689,0.0706,81.012,0.934,0
648,يا غافية قومي,7,0bK5PA7Q3ZUyIUhvTnlLbs,مريت,spotify:track:0bK5PA7Q3ZUyIUhvTnlLbs,0.382,0.534,0.644,0,0.31,-4.417,0.0358,129.987,0.479,0
649,يا غافية قومي,8,4wLZbx9oegnpf8kc9OUNr4,أستطيع,spotify:track:4wLZbx9oegnpf8kc9OUNr4,0.162,0.451,0.739,0,0.0679,-2.812,0.0665,133.361,0.342,0
650,يا غافية قومي,9,4PBLecCpPmpkyehZJCoSxr,أنا من أكون,spotify:track:4PBLecCpPmpkyehZJCoSxr,0.372,0.622,0.774,0,0.544,-3.648,0.0633,129.896,0.579,2
651,يا غافية قومي,10,7eSn6BEJR1OUBKhOCsbo9i,وين الدليل,spotify:track:7eSn6BEJR1OUBKhOCsbo9i,0.255,0.606,0.807,0,0.275,-3.358,0.049,138.002,0.722,0
652,يا غافية قومي,11,5UngumSElkzQrLcahfFIZJ,أحلي خبر,spotify:track:5UngumSElkzQrLcahfFIZJ,0.642,0.712,0.735,0,0.429,-3.508,0.0384,105.959,0.801,0
653,يا غافية قومي,12,3hO4uqcxJY6fnDL3E9JYrD,ابيك,spotify:track:3hO4uqcxJY6fnDL3E9JYrD,0.131,0.564,0.874,1.04e-06,0.138,-5.486,0.198,130.036,0.435,0
654,يا راحلة,1,3ytfBN18lBJaeGMvp0IEoy,يا راحلة,spotify:track:3ytfBN18lBJaeGMvp0IEoy,0.0649,0.483,0.684,0,0.205,-5.525,0.039,135.927,0.271,2
655,يا راحلة,2,2aMlLUgYYZShxfVfZZlvUe,ابعد,spotify:track:2aMlLUgYYZShxfVfZZlvUe,0.105,0.462,0.906,0,0.303,-4.401,0.0782,82.883,0.913,1
656,يا راحلة,3,6hqPJzoXK5tszQIBsTsXpH,وضوح,spotify:track:6hqPJzoXK5tszQIBsTsXpH,0.0947,0.335,0.688,0,0.311,-4.973,0.0392,137.971,0.363,1
657,يا راحلة,4,0hEJzAOP1z007dNFEE9yKj,راعني,spotify:track:0hEJzAOP1z007dNFEE9yKj,0.145,0.572,0.8,0.000587,0.0843,-4.86,0.0375,131.97,0.473,1
658,يا راحلة,5,36B0yBTAYEDe1sFc5zgZ1x,كلي وله,spotify:track:36B0yBTAYEDe1sFc5zgZ1x,0.175,0.567,0.718,0,0.0988,-4.743,0.0549,141.903,0.676,1
659,يا راحلة,6,0b3uiiHJGNhbjakzjpTlZs,سلم,spotify:track:0b3uiiHJGNhbjakzjpTlZs,0.201,0.666,0.714,3.56e-05,0.0888,-5.343,0.0509,137.946,0.497,1
660,عالي السكوت,1,2UNk9FCl5pPSq09UE9vD6Y,عالي السكوت,spotify:track:2UNk9FCl5pPSq09UE9vD6Y,0.203,0.48,0.616,2.62e-06,0.0977,-4.014,0.0294,139.973,0.309,5
661,عالي السكوت,2,7aeQThX1ndd0NqOuOxxA4F,الله معـــاك,spotify:track:7aeQThX1ndd0NqOuOxxA4F,0.362,0.437,0.84,5.71e-06,0.0885,-3.939,0.0543,111.776,0.683,5
662,عالي السكوت,3,02zJW6AUBRRwEuuBd3ErMv,خــريــف,spotify:track:02zJW6AUBRRwEuuBd3ErMv,0.26,0.472,0.806,0,0.105,-4.505,0.0522,141.198,0.352,4
663,عالي السكوت,4,4Q2OhnH6lwSDNp05ZP2x3V,روحي فداه,spotify:track:4Q2OhnH6lwSDNp05ZP2x3V,0.731,0.622,0.497,2.06e-06,0.33,-4.466,0.0286,104.903,0.503,5
664,عود 2,1,4EGF1yTl3zTc0oulAySVMp,Sehert El Lyel,spotify:track:4EGF1yTl3zTc0oulAySVMp,0.819,0.521,0.84,0,0.165,0.843,0.0322,96.345,0.589,21
665,عود 2,2,1IDictH3Zd7Z9rdrVV9bwW,Yal Habib Al Ghali,spotify:track:1IDictH3Zd7Z9rdrVV9bwW,0.637,0.568,0.706,2.32e-06,0.185,-3.211,0.0348,147.051,0.733,15
666,عود 2,3,6vMJTV8LH4Ze8locIK7xy5,Ghafal El Hamm Qalbi,spotify:track:6vMJTV8LH4Ze8locIK7xy5,0.846,0.589,0.787,0,0.0986,-0.077,0.0319,144.408,0.671,20
667,عود 2,4,1Io4Lhn4UN3FzT24BpR6AR,Ya Aashiri,spotify:track:1Io4Lhn4UN3FzT24BpR6AR,0.677,0.508,0.751,3.56e-06,0.106,-1.202,0.0334,96.958,0.74,13
668,عود 2,5,7y15ugCqD6iaIhfKp2feuJ,Ekhtalafna Meen,spotify:track:7y15ugCqD6iaIhfKp2feuJ,0.838,0.483,0.718,0,0.394,-1.006,0.0319,142.505,0.488,27
669,عود 2,6,3CTOSF58TDeblyolvWzwhZ,Tenaseni,spotify:track:3CTOSF58TDeblyolvWzwhZ,0.82,0.417,0.667,0,0.0899,-0.172,0.042,182.216,0.568,13
670,عود 2,7,4RogCwqUGbqzyfuyUHuW3b,Youm Aqbalat,spotify:track:4RogCwqUGbqzyfuyUHuW3b,0.765,0.561,0.841,0.000323,0.0715,-1.102,0.0421,81.956,0.435,14
671,عود 2,8,4z5fXeZGPdMiXODNGO2DQR,Tenshed An Al Hal,spotify:track:4z5fXeZGPdMiXODNGO2DQR,0.646,0.643,0.869,0,0.12,-0.603,0.0318,153.896,0.892,18
672,عود 2,9,7H2VSWG3VGF31Ds4F5rtz5,Marratni Al Doniya,spotify:track:7H2VSWG3VGF31Ds4F5rtz5,0.672,0.465,0.929,0.00741,0.674,-2.082,0.032,142.431,0.964,19
673,عود 2,10,7jP2ZxvfyRQwygMgxbREHW,Ala Al Bal,spotify:track:7jP2ZxvfyRQwygMgxbREHW,0.833,0.491,0.607,0,0.161,-1.634,0.0326,142.215,0.59,28
674,عود 2,11,4XlPsEuuuaMYW2vG2DtdUu,Namat Oyouni Ala Hesnak,spotify:track:4XlPsEuuuaMYW2vG2DtdUu,0.492,0.673,0.813,0.213,0.212,-1.451,0.0405,146.566,0.831,13
675,عود 2,12,7Kx8ybv8b06C8WcjszcPKz,El Jarh Arham,spotify:track:7Kx8ybv8b06C8WcjszcPKz,0.8,0.439,0.669,3.48e-06,0.0966,-4.006,0.0358,138.489,0.607,12
676,Balean Aleha Elhob,1,69Idf4twcHw4xOFLprHhp4,Amout We Areaf,spotify:track:69Idf4twcHw4xOFLprHhp4,0.361,0.576,0.649,0,0.134,-4.428,0.0434,152.068,0.753,1
677,Balean Aleha Elhob,2,4qe9GDyblS2SQpykx7PxxD,Balean Aleha Elhob,spotify:track:4qe9GDyblS2SQpykx7PxxD,0.155,0.519,0.647,0,0.103,-4.386,0.0321,141.985,0.299,1
678,Balean Aleha Elhob,3,1Bd0wNjFeNR2szZdRNHuBe,Hawalt,spotify:track:1Bd0wNjFeNR2szZdRNHuBe,0.241,0.586,0.72,0,0.0519,-4.538,0.0682,141.979,0.619,1
679,Balean Aleha Elhob,4,4gl3bkCnSui2vapnQGlSww,Hes Taar,spotify:track:4gl3bkCnSui2vapnQGlSww,0.357,0.68,0.649,9.16e-06,0.265,-6.638,0.0271,100.027,0.637,1
680,Balean Aleha Elhob,5,1IBuTzVEuIId91N6qWT9SV,Kalam El Qalab,spotify:track:1IBuTzVEuIId91N6qWT9SV,0.24,0.579,0.618,0,0.105,-4.904,0.0362,144.984,0.465,1
681,Balean Aleha Elhob,6,6aBTuu1GgM0RI5gwnLGzMY,Najm Aleye,spotify:track:6aBTuu1GgM0RI5gwnLGzMY,0.232,0.513,0.747,0,0.12,-3.773,0.0501,137.883,0.448,1
682,Balean Aleha Elhob,7,5QBN3F27RPlM1qICqMsNfI,Shakaak ElNouman,spotify:track:5QBN3F27RPlM1qICqMsNfI,0.112,0.526,0.868,0,0.0893,-6.95,0.0727,163.963,0.838,0
683,Balean Aleha Elhob,8,08RGIeX8jknJyjRF4htX7B,Shekenalak,spotify:track:08RGIeX8jknJyjRF4htX7B,0.787,0.605,0.755,0,0.0555,-4.875,0.0325,98.017,0.689,1
684,Balean Aleha Elhob,9,1LCSttQkZ9GrU5tJz0dBNS,Wahda Be Wahda,spotify:track:1LCSttQkZ9GrU5tJz0dBNS,0.243,0.65,0.785,0,0.0667,-5.104,0.0487,100.03,0.948,0
685,Mohammad Abdu Songs,1,3gfOOQZ89gedyutOnXtQ12,Ma Kan Lh Daee,spotify:track:3gfOOQZ89gedyutOnXtQ12,0.264,0.543,0.714,0,0.127,-6.066,0.177,159.856,0.656,4
686,Mohammad Abdu Songs,2,3wzbRYOZmGfe6Yc5jWKgyG,Ya Ayoha,spotify:track:3wzbRYOZmGfe6Yc5jWKgyG,0.465,0.598,0.747,0,0.107,-8.366,0.0854,158.019,0.83,4
687,Mohammad Abdu Songs,3,3yrfkaIRfj1SYqlnYpMakl,Akher Tomohati,spotify:track:3yrfkaIRfj1SYqlnYpMakl,0.35,0.497,0.865,0,0.0558,-7.46,0.151,82.177,0.684,4
688,Mohammad Abdu Songs,4,10NCKe18IrCEPRLuMWfZjD,Layel,spotify:track:10NCKe18IrCEPRLuMWfZjD,0.573,0.603,0.732,0,0.18,-7.114,0.0757,87.503,0.672,2
689,Mohammad Abdu Songs,5,0eQOJL4SBLz7BxxKDnlny4,Faman Allah,spotify:track:0eQOJL4SBLz7BxxKDnlny4,0.127,0.648,0.837,0,0.206,-4.892,0.0889,157.924,0.8,2
690,Mohammad Abdu Songs,6,4482eSV8Tg1AVY4eqZI0a8,Alla Khalaq,spotify:track:4482eSV8Tg1AVY4eqZI0a8,0.25,0.572,0.655,0,0.0907,-7.383,0.134,159.887,0.862,2
691,Mohammad Abdu Songs,7,39VPW9gUwMDVtoPWaRdaSg,Adab,spotify:track:39VPW9gUwMDVtoPWaRdaSg,0.577,0.549,0.668,6.22e-06,0.263,-7.74,0.12,158.159,0.442,2
692,Mohammad Abdu Songs,8,37SVimXBJjwwZ0tpcFeNE2,Qemt Al Damaa,spotify:track:37SVimXBJjwwZ0tpcFeNE2,0.0972,0.589,0.662,4.4e-06,0.0564,-9.264,0.0463,78.999,0.602,1
693,Mohammad Abdu Songs,9,6SgiLzkPOvmrYASRPmBPMQ,Hawa Al Emarat,spotify:track:6SgiLzkPOvmrYASRPmBPMQ,0.466,0.546,0.66,0,0.17,-8.365,0.196,155.98,0.373,1
694,Mohammad Abdu Songs,10,54V2oSiaZbhzvfip2aaEqh,Hokomt Al Hob,spotify:track:54V2oSiaZbhzvfip2aaEqh,0.234,0.539,0.771,0,0.0779,-4.597,0.0458,82.894,0.655,1
695,Mohammad Abdu Songs,11,7wQ01tSVGNdLOuhjWCRT86,Dniya Al Qaseed,spotify:track:7wQ01tSVGNdLOuhjWCRT86,0.203,0.614,0.698,3.07e-06,0.525,-8.101,0.0981,158.027,0.734,1
696,Wahdak,1,6NYlMugxnfvQgjAWzSwuT7,Allah Alalim,spotify:track:6NYlMugxnfvQgjAWzSwuT7,0.323,0.552,0.758,0,0.121,-8.406,0.0445,159.948,0.697,5
697,Wahdak,2,2Bjvr6otHRa1TAXBYoBtx3,Alqolob Ashab,spotify:track:2Bjvr6otHRa1TAXBYoBtx3,0.233,0.543,0.802,2.06e-06,0.296,-10.302,0.0794,176.049,0.583,2
698,Wahdak,3,12uPjfksHltH5sC8mEdD9C,Bahir Aloyon,spotify:track:12uPjfksHltH5sC8mEdD9C,0.205,0.605,0.713,1.24e-06,0.0667,-8.069,0.0492,137.96,0.804,2
699,Wahdak,4,0K7jA49n9siOviCyTRsseP,Albariha,spotify:track:0K7jA49n9siOviCyTRsseP,0.0984,0.516,0.487,3.27e-06,0.0947,-9.123,0.0266,108.065,0.151,1
700,Wahdak,5,394kyjLvt4wVCE3pDtLJ0m,Salim,spotify:track:394kyjLvt4wVCE3pDtLJ0m,0.128,0.668,0.678,0,0.0796,-8.003,0.181,85.973,0.5,1
701,Wahdak,6,0MggbGR8L1GKiDPz4YuYdK,Wahdak,spotify:track:0MggbGR8L1GKiDPz4YuYdK,0.378,0.631,0.605,0,0.177,-9.574,0.0619,128.065,0.566,1
702,Wahdak,7,1LLFvxcPBN7T6H5548XTxD,Wahashni Zamanak,spotify:track:1LLFvxcPBN7T6H5548XTxD,0.0624,0.614,0.493,0,0.154,-8.492,0.0296,142.046,0.162,3
703,Wahdak,8,4kuEaUNRpGghtifj2bGtRi,Shakhbarak,spotify:track:4kuEaUNRpGghtifj2bGtRi,0.0361,0.563,0.744,2.39e-06,0.259,-7.384,0.0549,150.007,0.514,7
704,La Warabi,1,0hlyttcQUCy4CKwakzjfaz,La Warabi,spotify:track:0hlyttcQUCy4CKwakzjfaz,0.939,0.254,0.327,0.817,0.452,-16.13,0.0555,175.545,0.388,11
705,La Warabi,2,1O9dVPxlisHZ7REa2FD5we,Al Sail,spotify:track:1O9dVPxlisHZ7REa2FD5we,0.44,0.608,0.289,1.24e-06,0.113,-17.116,0.0771,153.622,0.582,16
706,La Warabi,3,4ZA3BeXRs7qDN7OyKoH96X,Law Kalaftini Al Mahabah,spotify:track:4ZA3BeXRs7qDN7OyKoH96X,0.339,0.577,0.362,0.00144,0.397,-11.244,0.104,117.714,0.586,7
707,La Warabi,4,1Hok8EFnDwjQgiiAGkdQsq,Galbi Yalli,spotify:track:1Hok8EFnDwjQgiiAGkdQsq,0.421,0.258,0.456,0.00332,0.84,-17.718,0.0549,143.102,0.413,12
708,La Warabi,5,6L1Ypy3vhFy72tBtHTY1fh,Min Badi Al Wagt,spotify:track:6L1Ypy3vhFy72tBtHTY1fh,0.919,0.619,0.117,0.0155,0.107,-20.24,0.0607,70.412,0.832,22
709,La Warabi,6,0NgZr9wJkKC6y8GUuIiRJU,Wain Ahib Al Layalh,spotify:track:0NgZr9wJkKC6y8GUuIiRJU,0.832,0.436,0.373,1.16e-05,0.148,-14.32,0.081,206.804,0.894,14
710,La Warabi,7,4vC514rZlY5DcAKdVFBpK8,Hala Bel Tayeb Al Ghali,spotify:track:4vC514rZlY5DcAKdVFBpK8,0.0619,0.427,0.468,0,0.178,-9.937,0.0675,170.777,0.718,13
711,La Warabi,8,6OZZzW2bZm6w1GOcfbUlN8,Warayum,spotify:track:6OZZzW2bZm6w1GOcfbUlN8,0.849,0.321,0.334,0.0282,0.306,-19.357,0.0496,83.268,0.605,7
712,Law Wafeet,1,1zIx9V9Q1uoA294v1nbSuG,Law Wafeet,spotify:track:1zIx9V9Q1uoA294v1nbSuG,0.872,0.657,0.404,0,0.406,-12.411,0.0767,110.231,0.506,17
713,Law Wafeet,2,57TEUo6f4ORVPMedkcsKIB,Li Thalath Ayam,spotify:track:57TEUo6f4ORVPMedkcsKIB,0.0415,0.265,0.416,0,0.653,-18.753,0.0719,162.258,0.587,12
714,Law Wafeet,3,0neYdApW0HLuFWA1B27Znm,Layali Najd,spotify:track:0neYdApW0HLuFWA1B27Znm,0.689,0.497,0.269,6.98e-05,0.284,-15.727,0.0406,77.945,0.443,13
715,Law Wafeet,4,4T3K90x6xSSc2zIZEWzjND,Laytaik Maei Dayem,spotify:track:4T3K90x6xSSc2zIZEWzjND,0.699,0.341,0.38,0,0.806,-13.253,0.0383,112.963,0.676,8
716,Law Wafeet,5,35sW1rP4H8EcZ1BsZA2roN,Laytim Maei Sahir,spotify:track:35sW1rP4H8EcZ1BsZA2roN,0.0256,0.576,0.647,1.51e-06,0.23,-11.814,0.0918,163.132,0.713,8
717,Law Wafeet,6,0ibVb9z6AN4aJ10YGfJlFw,Muzhilah,spotify:track:0ibVb9z6AN4aJ10YGfJlFw,0.277,0.436,0.544,0,0.6,-13.362,0.11,147.637,0.647,25
718,Law Wafeet,7,4xx8oe8vbKdB2X06zhfJYt,Laylat Khamees,spotify:track:4xx8oe8vbKdB2X06zhfJYt,0.921,0.349,0.599,0.000177,0.714,-8.704,0.0323,148.831,0.536,17
719,Law Wafeet,8,1zCsiPXnOpLIzkwGaGiF9I,Ma Bagalli Galb,spotify:track:1zCsiPXnOpLIzkwGaGiF9I,0.887,0.474,0.229,0.0119,0.113,-20.189,0.0367,146.509,0.658,12
720,Ma Fi Daii,1,3sZX5XkErTatkFUY0My1Sd,Mafi Daii,spotify:track:3sZX5XkErTatkFUY0My1Sd,0.927,0.507,0.225,0.47,0.0851,-20.069,0.105,110.873,0.784,2
721,Ma Fi Daii,2,24ccobvx7i33zRYFSwVSkJ,Mali Araha,spotify:track:24ccobvx7i33zRYFSwVSkJ,0.649,0.517,0.311,0,0.135,-16.191,0.0438,158.373,0.621,1
722,Ma Fi Daii,3,3ziKlUEGvvAM642QO55gQg,Mali Ghena Annak,spotify:track:3ziKlUEGvvAM642QO55gQg,0.588,0.606,0.212,0.00014,0.103,-17.029,0.0478,96.566,0.556,1
723,Ma Fi Daii,4,1hFLzv1npzjFWoTOjiBQbZ,Majomooat Ensan,spotify:track:1hFLzv1npzjFWoTOjiBQbZ,0.151,0.595,0.751,0,0.0456,-9.235,0.114,157.983,0.783,3
724,Ma Fi Daii,5,6GiIE4qn6atGFxCjWG9K8J,Majnounha,spotify:track:6GiIE4qn6atGFxCjWG9K8J,0.834,0.548,0.222,0.00124,0.0711,-19.652,0.0371,144.673,0.628,3
725,Ma Fi Daii,6,1V000xdM2k7OZUc9qhpjDd,Muhtaj Laha,spotify:track:1V000xdM2k7OZUc9qhpjDd,0.688,0.448,0.403,0,0.144,-17.39,0.0645,179.45,0.883,1
726,Ma Fi Daii,7,3a80Q4filHbzF69w7UruQ7,Balkhair,spotify:track:3a80Q4filHbzF69w7UruQ7,0.743,0.547,0.267,0.00877,0.566,-16.785,0.0523,157.363,0.493,1
727,Ma Fi Daii,8,7v3dTNwyLsUP3pzoGue9wl,Gali Al Hatham,spotify:track:7v3dTNwyLsUP3pzoGue9wl,0.274,0.499,0.428,0.00032,0.416,-13.972,0.248,152.904,0.315,1
728,Ma Fi Daii,9,6CaXpnppo2mEkqThCt1H8o,Etna,spotify:track:6CaXpnppo2mEkqThCt1H8o,0.808,0.379,0.208,0.00417,0.222,-19.459,0.0547,165.643,0.535,1
729,Agrab Al Nass,1,50CMxb2cVViiNfWHdFOiXR,Agrab Al Nass,spotify:track:50CMxb2cVViiNfWHdFOiXR,0.737,0.541,0.274,0.00023,0.208,-15.924,0.0444,156.257,0.494,12
730,Agrab Al Nass,2,6Cq9jxYMafA9QZwqNolvJo,Aglagni Al Tarr,spotify:track:6Cq9jxYMafA9QZwqNolvJo,0.905,0.552,0.43,0.791,0.107,-13.626,0.0388,89.193,0.865,7
731,Agrab Al Nass,3,7qXb6Xw1V0H9N7jHurMwa5,Al Amakin,spotify:track:7qXb6Xw1V0H9N7jHurMwa5,0.198,0.276,0.635,0,0.677,-7.498,0.0566,149.037,0.556,30
732,Agrab Al Nass,4,3Ujk9gQFphOXMwVOHgmt6N,Al Brouaz,spotify:track:3Ujk9gQFphOXMwVOHgmt6N,0.493,0.277,0.3,0,0.703,-16.51,0.0608,74.214,0.505,12
733,Agrab Al Nass,5,4KhoZ3tNPvpn1fHgYp5AjZ,Al Tamani,spotify:track:4KhoZ3tNPvpn1fHgYp5AjZ,0.663,0.451,0.515,0,0.924,-16.144,0.0541,153.78,0.839,10
734,Agrab Al Nass,6,3uvOTHQ0uYuXFzP65Q2zAV,Al Rasyaeel,spotify:track:3uvOTHQ0uYuXFzP65Q2zAV,0.609,0.319,0.506,0.000694,0.133,-10.964,0.0361,141.437,0.343,13
735,Agrab Al Nass,7,0h1nERXXoj5TrkklMMCSka,Al Sahil Al Shargi,spotify:track:0h1nERXXoj5TrkklMMCSka,0.85,0.491,0.664,7.88e-05,0.156,-11.114,0.0449,82.973,0.8,11
736,Ala Albal,1,16vujuNQfDiwiKtxXVejNf,Ala Albal,spotify:track:16vujuNQfDiwiKtxXVejNf,0.753,0.537,0.342,0,0.0951,-14.735,0.0431,156.041,0.775,14
737,Ala Albal,2,38IpeAozW6CT3PW8nbXSmr,Murtah Ahibak,spotify:track:38IpeAozW6CT3PW8nbXSmr,0.921,0.652,0.22,0.511,0.108,-20.121,0.0645,149.836,0.671,14
738,Ala Albal,3,0JO0WuDv1BboOR7soWVZWw,Abaad,spotify:track:0JO0WuDv1BboOR7soWVZWw,0.0779,0.328,0.517,0,0.347,-15.195,0.0817,161.005,0.742,18
739,Ala Albal,4,1QKWswwQRnngOUtWqKfgz3,Abatizir,spotify:track:1QKWswwQRnngOUtWqKfgz3,0.819,0.393,0.49,1.23e-06,0.669,-9.016,0.16,79.556,0.475,14
740,Ala Albal,5,6MphHr5HoPNWtOw47QBfCM,Esmahili Ya Gharam,spotify:track:6MphHr5HoPNWtOw47QBfCM,0.761,0.453,0.544,0,0.716,-12.006,0.051,91.188,0.631,14
741,Ala Albal,6,3SPxrgsmCxj11dMzJw9TgF,Ashofak Kil Youm,spotify:track:3SPxrgsmCxj11dMzJw9TgF,0.275,0.379,0.312,0,0.523,-19.65,0.0493,83.951,0.858,28
742,Ana Habibi,1,1qnJjgdQ1GDbvV1Pg6WvHN,Ana Habibi,spotify:track:1qnJjgdQ1GDbvV1Pg6WvHN,0.203,0.335,0.785,0,0.9,-7.576,0.0579,161.147,0.861,31
743,Ana Habibi,2,6YKvw6uPNLWAqPnSmJWczD,Ana Wa Khili,spotify:track:6YKvw6uPNLWAqPnSmJWczD,0.398,0.315,0.538,0,0.912,-16.01,0.0622,154.324,0.69,19
744,Ana Habibi,3,1KXuTC9dF06SEnFaLZIKcm,Enta Mahboubi,spotify:track:1KXuTC9dF06SEnFaLZIKcm,0.586,0.272,0.437,1.39e-06,0.331,-16.237,0.0405,149.484,0.507,15
745,Ana Habibi,4,7wjjCbUBkim0OHh7l3Mukh,Anwarat Begedoumak,spotify:track:7wjjCbUBkim0OHh7l3Mukh,0.793,0.376,0.42,0,0.961,-22.674,0.445,156.036,0.687,12
746,Ana Habibi,5,246bQ2hRixnOS8FDkE9Mob,Awah,spotify:track:246bQ2hRixnOS8FDkE9Mob,0.743,0.626,0.299,0.000233,0.138,-17.362,0.038,136.487,0.543,11
747,Ana Habibi,6,2wnqqFF8rWlnzA5RYEA4eC,Ayouh,spotify:track:2wnqqFF8rWlnzA5RYEA4eC,0.892,0.219,0.356,0.981,0.416,-20.745,0.0511,80.134,0.655,14
748,Ban Sahi Al Tarf,1,2RGmtl8KSAAJeyDtuFTZpn,Ban Sahi Al Tarf,spotify:track:2RGmtl8KSAAJeyDtuFTZpn,0.925,0.507,0.225,0.503,0.0878,-20.072,0.111,110.83,0.778,1
749,Ban Sahi Al Tarf,2,6aklzKiVOAQlIOdedGQYl5,Tedalal Alayna,spotify:track:6aklzKiVOAQlIOdedGQYl5,0.631,0.515,0.311,0,0.0759,-16.198,0.0437,158.455,0.625,1
750,Ban Sahi Al Tarf,3,4pTdgTFrSNC7VlmoU4xxBd,Terhab Be Ghayri,spotify:track:4pTdgTFrSNC7VlmoU4xxBd,0.604,0.611,0.211,0.000125,0.0663,-17.013,0.0484,97.343,0.547,1
751,Ban Sahi Al Tarf,4,4FQsuJMbfDxFIoPszX551y,Taal,spotify:track:4FQsuJMbfDxFIoPszX551y,0.156,0.596,0.751,0,0.043,-9.262,0.12,157.966,0.769,2
752,Ban Sahi Al Tarf,5,3iKGIuiAaYeifwC05Cjedk,Teazbni,spotify:track:3iKGIuiAaYeifwC05Cjedk,0.842,0.546,0.221,0.00102,0.0705,-19.648,0.0371,144.474,0.632,2
753,Ban Sahi Al Tarf,7,771fSWLyu0eaJB5yAXMzE0,Hajm Al Masafah,spotify:track:771fSWLyu0eaJB5yAXMzE0,0.703,0.553,0.264,0.0103,0.49,-16.776,0.0482,157.361,0.512,1
754,Ban Sahi Al Tarf,8,756Eg8281h9fap5pCFteQY,Helmana Al Wardi,spotify:track:756Eg8281h9fap5pCFteQY,0.309,0.484,0.434,0.000242,0.492,-13.977,0.245,152.853,0.343,1
