,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
29,مرت,3,3NbiLhdaZSnoZi6r32zp0n,وقفى,spotify:track:3NbiLhdaZSnoZi6r32zp0n,0.907,0.291,0.0931,7.61e-05,0.143,-19.459,0.0397,136.165,0.0999,7
30,مرت,4,2TVrthw2Nf5NYiMIxAP17p,إشتكيتك للقمر,spotify:track:2TVrthw2Nf5NYiMIxAP17p,0.564,0.442,0.223,0.247,0.27,-16.534,0.0329,125.722,0.422,11
31,مرت,5,4UQMLB3clK5QY7tWaDR1hM,إلشوفه معزوزه,spotify:track:4UQMLB3clK5QY7tWaDR1hM,0.751,0.455,0.235,0.000638,0.379,-17.269,0.0403,140.917,0.567,7
32,مرت,6,5Mm7Ow0Spbkk6SIpjydKBD,خزيت القلم,spotify:track:5Mm7Ow0Spbkk6SIpjydKBD,0.843,0.327,0.224,0.000183,0.597,-17.288,0.0467,67.822,0.533,7
33,وعدك متى,1,7ud1qpts57655W0t88zkxI,وعدك متى,spotify:track:7ud1qpts57655W0t88zkxI,0.741,0.313,0.33,0,0.227,-8.793,0.0314,142.135,0.294,15
34,وعدك متى,2,1I6qa5gHOjZ4AGrdu1tBRc,أعترفلك,spotify:track:1I6qa5gHOjZ4AGrdu1tBRc,0.415,0.291,0.323,0.000261,0.103,-11.568,0.0343,149.232,0.431,9
35,وعدك متى,3,1593lPxp12Kfig5BJXjG5c,خلصت القصه,spotify:track:1593lPxp12Kfig5BJXjG5c,0.661,0.307,0.295,0.00298,0.109,-13.649,0.0336,137.848,0.225,10
36,وعدك متى,4,1rPhCZPH1GkxKgbAaMGzHj,علشانه,spotify:track:1rPhCZPH1GkxKgbAaMGzHj,0.346,0.46,0.398,4.39e-05,0.577,-12.112,0.0694,95.645,0.487,7
37,أحلى ما غنى طلال المداح,1,2cGdF1amnhr16SZNcyHLMT,سويعات الأصيل,spotify:track:2cGdF1amnhr16SZNcyHLMT,0.805,0.533,0.225,0,0.213,-14.427,0.0445,148.032,0.767,12
38,أحلى ما غنى طلال المداح,2,0wNoK9JvONxYUMszl9mfRJ,حبك سباني,spotify:track:0wNoK9JvONxYUMszl9mfRJ,0.814,0.5,0.307,0,0.307,-14.299,0.0415,80.713,0.856,9
39,أحلى ما غنى طلال المداح,3,2UqdkS2UYQxPiT2JYGVUA2,إنتظارى طال,spotify:track:2UqdkS2UYQxPiT2JYGVUA2,0.855,0.461,0.238,0,0.318,-14.258,0.0657,73.683,0.615,16
40,أحلى ما غنى طلال المداح,4,5mQAFrxT3g5dgceHsDKfyb,العرضة البدوية,spotify:track:5mQAFrxT3g5dgceHsDKfyb,0.655,0.327,0.238,1.16e-06,0.583,-13.926,0.0851,174.121,0.515,6
41,أحلى ما غنى طلال المداح,5,4bepATbD1L2Rz2yXPvRFKN,الله يجازى,spotify:track:4bepATbD1L2Rz2yXPvRFKN,0.817,0.446,0.238,0,0.475,-16.07,0.0801,169.503,0.585,8
42,أحلى ما غنى طلال المداح,6,39JOQy2uBJW7yV8KnQaTUU,هو بدر,spotify:track:39JOQy2uBJW7yV8KnQaTUU,0.772,0.547,0.15,0,0.24,-16.112,0.045,129.732,0.448,6
43,أجمل أغانى طلال مداح,1,1W8NugOzXPx5VAHRSx6Gb6,سويعات الاصيل,spotify:track:1W8NugOzXPx5VAHRSx6Gb6,0.814,0.531,0.235,0,0.197,-14.164,0.0445,149.363,0.739,6
44,أجمل أغانى طلال مداح,3,1Qicgb8TlDqH6g4MiwtUxb,ماذا يقول,spotify:track:1Qicgb8TlDqH6g4MiwtUxb,0.86,0.534,0.25,0,0.29,-13.936,0.0606,75.36,0.583,5
45,أجمل أغانى طلال مداح,4,3OM0sGg5GAzm2WK2O9BVnC,حبك سبانى,spotify:track:3OM0sGg5GAzm2WK2O9BVnC,0.681,0.324,0.246,0,0.572,-13.641,0.0837,173.815,0.498,2
46,أجمل أغانى طلال مداح,7,5XvsieJFIZ3IPmC1vbQUWK,انتظارى طال,spotify:track:5XvsieJFIZ3IPmC1vbQUWK,0.962,0.302,0.168,0.00382,0.0911,-15.482,0.034,88.822,0.341,3
47,مقادير,1,45fl6wOxFuw4f1s1dMfO5U,مقادير,spotify:track:45fl6wOxFuw4f1s1dMfO5U,0.949,0.275,0.516,0.00139,0.344,-11.026,0.0578,156.207,0.399,17
48,مقادير,2,1PI22rxuKnjbujyhBKFYLJ,هللى هللى,spotify:track:1PI22rxuKnjbujyhBKFYLJ,0.984,0.307,0.462,0.0912,0.344,-7.897,0.0374,153.198,0.494,3
49,مقادير,3,4dwzTdgajAllIUDNQk5B9u,لا تقولى,spotify:track:4dwzTdgajAllIUDNQk5B9u,0.907,0.471,0.41,0.112,0.727,-12.184,0.0453,103.866,0.53,5
50,أنادى,1,2B2TvhBQx1lFsw4davmx6k,أنادى تسجيل حفلة,spotify:track:2B2TvhBQx1lFsw4davmx6k,0.982,0.377,0.318,0.897,0.327,-18.541,0.038,132.306,0.711,1
51,أنادى,2,5QIlOmbw4QwDqxs9ADBosj,وينها تسجيل حفلة,spotify:track:5QIlOmbw4QwDqxs9ADBosj,0.981,0.401,0.32,0.925,0.328,-18.254,0.0374,142.88,0.806,1
52,أنادى,3,5BEqd13hfbANavbeM6RVjz,يا قمرنا تسجيل حفلة,spotify:track:5BEqd13hfbANavbeM6RVjz,0.827,0.396,0.356,0,0.239,-14.807,0.0392,125.096,0.615,1
53,El Shok Wal Hob,1,1uFeWuhKYnvB3XDMWdtDV9,El Shok Wal Hob,spotify:track:1uFeWuhKYnvB3XDMWdtDV9,0.984,0.313,0.207,0.000969,0.115,-9.553,0.039,100.183,0.284,5
54,El Shok Wal Hob,2,0ZHijl95vyCgZu5UiwZTsk,Hayir Ya Hammam,spotify:track:0ZHijl95vyCgZu5UiwZTsk,0.992,0.303,0.336,0.0527,0.18,-9.695,0.0345,137.512,0.438,2
